time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU,MTS FG,MTS BG,RAM,EMC,SWAP,APE,NVENC,NVDEC,NVJPG,fan,Temp AO,Temp AUX,Temp CPU,Temp GPU,Temp thermal,power cur,power avg
2021-06-22 21:10:02.075306,0:05:04.200000,OFF,MODE_15W_6CORE,13,18,9,13,11,15,0,0,0,1277408,1277408,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.0,30.45,2539,2501
2021-06-22 21:10:02.589911,0:05:04.720000,OFF,MODE_15W_6CORE,8,17,11,18,23,12,0,0,0,1279064,1279064,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.0,30.45,2539,2502
2021-06-22 21:10:03.100589,0:05:05.230000,OFF,MODE_15W_6CORE,30,38,11,6,26,17,0,0,0,1278552,1278552,0,150,OFF,OFF,OFF,0.0,29.0,30.0,31.5,30.5,30.45,3440,2513
2021-06-22 21:10:03.622432,0:05:05.750000,OFF,MODE_15W_6CORE,22,19,14,18,68,5,0,0,0,1279284,1279284,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.45,3727,2527
2021-06-22 21:10:04.177493,0:05:06.310000,OFF,MODE_15W_6CORE,67,16,16,19,12,9,0,2,2,1277060,1277060,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.0,30.45,3522,2539
2021-06-22 21:10:04.693089,0:05:06.820000,OFF,MODE_15W_6CORE,7,11,9,11,9,9,8,0,0,1277848,1277848,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.45,2662,2540
2021-06-22 21:10:05.229390,0:05:07.360000,OFF,MODE_15W_6CORE,18,11,13,9,9,11,0,0,0,1276012,1276012,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.45,2293,2538
2021-06-22 21:10:05.764409,0:05:07.890000,OFF,MODE_15W_6CORE,24,17,23,18,14,16,0,0,0,1276468,1276468,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.0,30.45,2498,2537
2021-06-22 21:10:06.310468,0:05:08.440000,OFF,MODE_15W_6CORE,21,18,15,14,11,9,0,0,0,1277192,1277192,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.45,2621,2538
2021-06-22 21:10:06.838697,0:05:08.970000,OFF,MODE_15W_6CORE,9,11,18,11,5,13,0,0,0,1276768,1276768,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.45,2457,2537
2021-06-22 21:10:07.365235,0:05:09.490000,OFF,MODE_15W_6CORE,9,11,13,14,9,12,0,0,0,1276456,1276456,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.45,2211,2534
2021-06-22 21:10:07.896154,0:05:10.020000,OFF,MODE_15W_6CORE,18,25,15,18,17,17,11,0,0,1276140,1276140,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.45,2498,2533
2021-06-22 21:10:08.420268,0:05:10.550000,OFF,MODE_15W_6CORE,23,10,20,9,17,22,0,0,0,1277860,1277860,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.0,30.8,2662,2535
2021-06-22 21:10:08.943002,0:05:11.070000,OFF,MODE_15W_6CORE,13,9,9,11,9,11,0,0,0,1277380,1277380,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.8,2457,2534
2021-06-22 21:10:09.467389,0:05:11.600000,OFF,MODE_15W_6CORE,11,7,11,11,18,7,18,0,0,1275888,1275888,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.0,30.8,2252,2531
2021-06-22 21:10:09.993322,0:05:12.120000,OFF,MODE_15W_6CORE,24,20,15,13,15,18,0,0,0,1276980,1276980,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.8,2416,2530
2021-06-22 21:10:10.520745,0:05:12.650000,OFF,MODE_15W_6CORE,24,16,15,13,15,13,0,0,0,1277836,1277836,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.6,2621,2531
2021-06-22 21:10:11.040244,0:05:13.170000,OFF,MODE_15W_6CORE,13,7,5,13,12,6,0,0,0,1277384,1277384,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.6,2457,2530
2021-06-22 21:10:11.561790,0:05:13.690000,OFF,MODE_15W_6CORE,11,13,13,16,9,13,0,0,0,1275760,1275760,0,150,OFF,OFF,OFF,0.0,29.5,30.5,31.5,30.5,30.6,2252,2527
2021-06-22 21:10:12.101466,0:05:14.230000,OFF,MODE_15W_6CORE,19,21,18,12,15,16,0,0,0,1276528,1276528,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.6,2457,2526
2021-06-22 21:10:12.629477,0:05:14.760000,OFF,MODE_15W_6CORE,15,26,16,9,10,16,0,0,0,1277084,1277084,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.6,2621,2527
2021-06-22 21:10:13.164964,0:05:15.290000,OFF,MODE_15W_6CORE,23,12,5,12,12,12,0,0,0,1277724,1277724,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.75,2539,2527
2021-06-22 21:10:13.681068,0:05:15.810000,OFF,MODE_15W_6CORE,10,6,11,6,9,8,0,0,0,1276652,1276652,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.75,2252,2525
2021-06-22 21:10:14.220004,0:05:16.350000,OFF,MODE_15W_6CORE,16,19,15,16,15,13,0,0,0,1276496,1276496,0,150,OFF,OFF,OFF,0.0,29.5,30.5,31.5,30.5,30.6,2416,2524
2021-06-22 21:10:14.760585,0:05:16.890000,OFF,MODE_15W_6CORE,22,15,11,20,7,16,0,0,0,1277792,1277792,0,150,OFF,OFF,OFF,0.0,29.5,30.5,32.0,30.5,30.6,2621,2525
2021-06-22 21:10:15.286454,0:05:17.410000,OFF,MODE_15W_6CORE,11,18,14,9,11,14,0,0,0,1276716,1276716,0,150,OFF,OFF,OFF,0.0,29.5,30.0,32.0,30.5,30.8,2539,2525
2021-06-22 21:10:15.823680,0:05:17.950000,OFF,MODE_15W_6CORE,11,12,11,9,11,7,0,0,0,1276652,1276652,0,150,OFF,OFF,OFF,0.0,29.5,30.0,32.0,30.5,30.8,2334,2523
2021-06-22 21:10:16.354773,0:05:18.480000,OFF,MODE_15W_6CORE,22,13,18,15,11,17,0,0,0,1276088,1276088,0,150,OFF,OFF,OFF,0.0,30.0,30.5,31.5,30.5,30.95,2416,2522
2021-06-22 21:10:16.902522,0:05:19.030000,OFF,MODE_15W_6CORE,27,18,16,13,14,16,0,0,0,1275908,1275908,0,150,OFF,OFF,OFF,0.0,29.5,30.5,32.0,31.0,30.95,2662,2523
2021-06-22 21:10:17.421839,0:05:19.550000,OFF,MODE_15W_6CORE,15,11,9,16,9,7,0,0,0,1277220,1277220,0,150,OFF,OFF,OFF,0.0,29.5,30.0,32.0,30.5,30.8,2539,2523
2021-06-22 21:10:17.950004,0:05:20.080000,OFF,MODE_15W_6CORE,13,13,8,7,9,14,0,0,0,1277136,1277136,0,150,OFF,OFF,OFF,0.0,29.5,30.5,32.0,30.5,30.8,2416,2522
2021-06-22 21:10:18.483885,0:05:20.610000,OFF,MODE_15W_6CORE,20,12,12,16,16,17,0,0,0,1276288,1276288,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.5,30.95,2293,2520
2021-06-22 21:10:19.021003,0:05:21.150000,OFF,MODE_15W_6CORE,20,24,11,16,12,18,0,0,0,1276508,1276508,0,150,OFF,OFF,OFF,0.0,29.5,30.5,32.0,31.0,30.95,2539,2520
2021-06-22 21:10:19.546644,0:05:21.670000,OFF,MODE_15W_6CORE,15,19,11,11,11,12,0,0,0,1277100,1277100,0,150,OFF,OFF,OFF,0.0,29.5,30.5,32.0,31.0,30.95,2539,2521
2021-06-22 21:10:20.085553,0:05:22.210000,OFF,MODE_15W_6CORE,14,7,11,12,9,9,0,0,0,1276972,1276972,0,150,OFF,OFF,OFF,0.0,29.5,30.0,32.0,30.5,30.95,2375,2519
